entity,branch,partnbr,mfgname,mfgpartnbr,description,family,category,Inventory Balance,Sum of Quantity On Hand,_Average Cost,Sum of Latest Cost,Sum of Quantity On Order,Sum of T3M Qty Used,Sum of T6M Qty Used,Sum of TTM Qty Used,Sum of Months of Cover,Last Receipt,status,Network Flag,Network Status,_Weighted T3M,_Weighted T6M,_Weighted TTM,_Weighted Demand,_Weighted Daily Sales,_Target OH QTY,_Rounded OH Target,_Excess QTY,Weeks to Burn,Months to Burn,Branch Flag,Months of Coverage
ABC,Branch 5,zhDjr4V1,MANUFACTURER-0005,CODE-0029,Advanced Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,4155,696,6,6.45,0,0,0,32,261,8/31/2022 0:00,excess,Network Moving,excess,0,0,3.2,3.2,0.008767123,0.64,1,695,11325,2831.25,Branch Moving,261
ABC,Branch 8,zhDjr4V1,MANUFACTURER-0005,CODE-0029,Advanced Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,800,134,6,6.45,0,821,0,1241,1.295729251,4/24/2025 0:00,low,Network Moving,excess,1970.4,0,124.1,2094.5,5.738356164,418.9,419,0,0,0,Branch Moving,1.295729251
ABC,Branch 10,zhDjr4V1,MANUFACTURER-0005,CODE-0029,Advanced Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,5194,870,6,6.45,0,30,0,-110,-94.90909091,4/28/2025 0:00,optimal,Network Moving,excess,72,0,-11,61,0.167123288,12.2,13,857,733,183.25,Branch Moving,-94.90909091
ABC,Branch 10,qTkCrSbg,MANUFACTURER-0005,CODE-0030,Wireless Fiber Sensor,LDC/CONST,PIPE FIBERGLASS,3638,300,12,15.44,0,200,0,560,6.428571429,9/13/2021 0:00,excess,Network Moving,excess,480,0,56,536,1.468493151,107.2,108,192,19,4.75,Branch Moving,6.428571429
ABC,Branch 10,CBHNnnvc,MANUFACTURER-0005,CODE-0031,Portable Aluminum Actuator,LDC/CONST,PIPE FIBERGLASS,390,89,4,11.1,0,0,0,1,1068,9/13/2021 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,88,45886,11471.5,Branch Moving,1068
ABC,Branch 8,zWFPP4Zq,MANUFACTURER-0005,CODE-0032,Advanced Steel Sensor,LDC/CONST,PIPE FIBERGLASS,839,66,13,12.81,0,0,0,13,60.92307692,3/29/2022 0:00,excess,Network Moving,excess,0,0,1.3,1.3,0.003561644,0.26,1,65,2607,651.75,Branch Moving,60.92307692
ABC,Branch 1,hs4OHYMi,MANUFACTURER-0005,CODE-0033,Wireless Aluminum Panel,LDC/CONST,PIPE FIBERGLASS,611,20,31,32.67,0,2,0,2,120,,excess,Network Moving,excess,4.8,0,0.2,5,0.01369863,1,1,19,198,49.5,Branch Moving,120
ABC,Branch 5,hs4OHYMi,MANUFACTURER-0005,CODE-0033,Wireless Aluminum Panel,LDC/CONST,PIPE FIBERGLASS,92,3,31,32.67,0,0,0,0,inf,5/9/2012 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 11,hs4OHYMi,MANUFACTURER-0005,CODE-0033,Wireless Aluminum Panel,LDC/CONST,PIPE FIBERGLASS,122,4,31,32.67,0,0,0,0,inf,2/28/2017 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 8,hs4OHYMi,MANUFACTURER-0005,CODE-0033,Wireless Aluminum Panel,LDC/CONST,PIPE FIBERGLASS,2228,73,31,32.67,0,8,0,24,36.5,9/29/2023 0:00,excess,Network Moving,excess,19.2,0,2.4,21.6,0.059178082,4.32,5,68,164,41,Branch Moving,36.5
ABC,Branch 4,hs4OHYMi,MANUFACTURER-0005,CODE-0033,Wireless Aluminum Panel,LDC/CONST,PIPE FIBERGLASS,366,12,31,32.67,0,0,0,0,inf,9/20/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,12,16,4,Branch Dead,inf
ABC,Branch 10,hs4OHYMi,MANUFACTURER-0005,CODE-0033,Wireless Aluminum Panel,LDC/CONST,PIPE FIBERGLASS,916,30,31,32.67,0,10,0,30,12,4/28/2025 0:00,excess,Network Moving,excess,24,0,3,27,0.073972603,5.4,6,24,46,11.5,Branch Moving,12
ABC,Branch 10,bSkRUve7,MANUFACTURER-0005,CODE-0034,Smart Steel Sensor,,,320,8,40,39.985,0,0,0,-8,-12,,optimal,Network Moving,optimal,0,0,-0.8,-0.8,-0.002191781,-0.16,0,8,0,0,Branch Moving,-12
ABC,Branch 10,04PNNcJT,MANUFACTURER-0005,CODE-0035,Portable Carbon Actuator,LDC/CONST,PIPE FIBERGLASS,1202,60,20,34.05,0,2,0,9,80,,excess,Network Moving,excess,4.8,0,0.9,5.7,0.015616438,1.14,2,58,531,132.75,Branch Moving,80
ABC,Branch 5,04PNNcJT,MANUFACTURER-0005,CODE-0035,Portable Carbon Actuator,LDC/CONST,PIPE FIBERGLASS,200,10,20,34.05,0,4,0,4,30,4/20/2012 0:00,excess,Network Moving,excess,9.6,0,0.4,10,0.02739726,2,2,8,42,10.5,Branch Moving,30
ABC,Branch 8,04PNNcJT,MANUFACTURER-0005,CODE-0035,Portable Carbon Actuator,LDC/CONST,PIPE FIBERGLASS,40,2,20,34.05,0,11,0,17,1.411764706,1/25/2016 0:00,low,Network Moving,excess,26.4,0,1.7,28.1,0.076986301,5.62,6,0,0,0,Branch Moving,1.411764706
ABC,Branch 4,04PNNcJT,MANUFACTURER-0005,CODE-0035,Portable Carbon Actuator,LDC/CONST,PIPE FIBERGLASS,120,6,20,34.05,0,0,0,0,inf,9/20/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,6,16,4,Branch Dead,inf
ABC,Branch 8,A699fEI0,MANUFACTURER-0005,CODE-0036,Advanced Fiber Sensor,LDC/CONST,PIPE FIBERGLASS,580,14,41,45.9999,0,0,0,0,inf,4/19/2022 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,14,16,4,Branch Dead,inf
ABC,Branch 5,qL0aEEmK,MANUFACTURER-0005,CODE-0037,Modular Steel Hub,LDC/CONST,PIPE FIBERGLASS,105,2,53,61.23,0,9,0,9,2.666666667,9/23/2015 0:00,optimal,Network Moving,excess,21.6,0,0.9,22.5,0.061643836,4.5,5,0,0,0,Branch Moving,2.666666667
ABC,Branch 8,qL0aEEmK,MANUFACTURER-0005,CODE-0037,Modular Steel Hub,LDC/CONST,PIPE FIBERGLASS,316,6,53,61.23,0,4,0,14,5.142857143,9/29/2023 0:00,excess,Network Moving,excess,9.6,0,1.4,11,0.030136986,2.2,3,3,14,3.5,Branch Moving,5.142857143
ABC,Branch 8,701yONK9,MANUFACTURER-0005,,Smart Carbon Panel,,,786,20,39,43.9256,0,0,0,0,inf,9/28/2021 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,20,16,4,NO MPN Information,inf
ABC,Branch 4,i3lf20EN,MANUFACTURER-0005,CODE-0038,Wireless Aluminum Hub,LDC/CONST,PIPE FIBERGLASS,830,12,69,79.75,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,12,16,4,Branch Dead,inf
ABC,Branch 1,i3lf20EN,MANUFACTURER-0005,CODE-0038,Wireless Aluminum Hub,LDC/CONST,PIPE FIBERGLASS,208,3,69,79.75,0,0,0,-3,-12,,optimal,Network Moving,excess,0,0,-0.3,-0.3,-0.000821918,-0.06,0,3,0,0,Branch Moving,-12
ABC,Branch 3,i3lf20EN,MANUFACTURER-0005,CODE-0038,Wireless Aluminum Hub,LDC/CONST,PIPE FIBERGLASS,4012,58,69,79.75,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,58,16,4,Branch Dead,inf
ABC,Branch 10,i3lf20EN,MANUFACTURER-0005,CODE-0038,Wireless Aluminum Hub,LDC/CONST,PIPE FIBERGLASS,1383,20,69,79.75,0,8,0,6,40,3/11/2022 0:00,excess,Network Moving,excess,19.2,0,0.6,19.8,0.054246575,3.96,4,16,42,10.5,Branch Moving,40
ABC,Branch 8,i3lf20EN,MANUFACTURER-0005,CODE-0038,Wireless Aluminum Hub,LDC/CONST,PIPE FIBERGLASS,1868,27,69,79.75,0,0,0,5,64.8,3/15/2023 0:00,excess,Network Moving,excess,0,0,0.5,0.5,0.001369863,0.1,1,26,2711,677.75,Branch Moving,64.8
ABC,Branch 3,1roIM38w,MANUFACTURER-0005,CODE-0039,Wireless Steel Transmitter,LDC/CONST,PIPE FIBERGLASS,1129,22,51,77.03,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,22,16,4,Branch Dead,inf
ABC,Branch 8,1roIM38w,MANUFACTURER-0005,CODE-0039,Wireless Steel Transmitter,LDC/CONST,PIPE FIBERGLASS,2257,44,51,77.03,0,3,0,11,48,12/27/2021 0:00,excess,Network Moving,excess,7.2,0,1.1,8.3,0.022739726,1.66,2,42,264,66,Branch Moving,48
ABC,Branch 10,1roIM38w,MANUFACTURER-0005,CODE-0039,Wireless Steel Transmitter,LDC/CONST,PIPE FIBERGLASS,616,12,51,77.03,0,4,0,11,13.09090909,3/1/2022 0:00,excess,Network Moving,excess,9.6,0,1.1,10.7,0.029315068,2.14,3,9,44,11,Branch Moving,13.09090909
ABC,Branch 8,azv4r2sJ,MANUFACTURER-0005,,Portable Steel Monitor,,,1076,18,60,79.75,0,0,0,0,inf,6/26/2019 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,18,16,4,NO MPN Information,inf
ABC,Branch 4,azv4r2sJ,MANUFACTURER-0005,,Portable Steel Monitor,,,120,2,60,79.75,0,0,0,0,inf,9/20/2024 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 3,aGmRDEUc,MANUFACTURER-0005,CODE-0040,Compact Carbon Sensor,LDC/CONST,PIPE FIBERGLASS,1382,24,58,68.73,0,4,0,4,72,,excess,Network Moving,excess,9.6,0,0.4,10,0.02739726,2,2,22,115,28.75,Branch Moving,72
ABC,Branch 5,aGmRDEUc,MANUFACTURER-0005,CODE-0040,Compact Carbon Sensor,LDC/CONST,PIPE FIBERGLASS,115,2,58,68.73,0,8,0,8,3,9/23/2015 0:00,optimal,Network Moving,excess,19.2,0,0.8,20,0.054794521,4,4,0,0,0,Branch Moving,3
ABC,Branch 10,aGmRDEUc,MANUFACTURER-0005,CODE-0040,Compact Carbon Sensor,LDC/CONST,PIPE FIBERGLASS,2130,37,58,68.73,0,4,0,19,23.36842105,4/7/2022 0:00,excess,Network Moving,excess,9.6,0,1.9,11.5,0.031506849,2.3,3,34,154,38.5,Branch Moving,23.36842105
ABC,Branch 8,aGmRDEUc,MANUFACTURER-0005,CODE-0040,Compact Carbon Sensor,LDC/CONST,PIPE FIBERGLASS,576,10,58,68.73,0,7,0,11,10.90909091,1/11/2023 0:00,excess,Network Moving,excess,16.8,0,1.1,17.9,0.049041096,3.58,4,6,17,4.25,Branch Moving,10.90909091
ABC,Branch 10,8Gxc5t6C,MANUFACTURER-0005,CODE-0041,Smart Plastic Monitor,LDC/CONST,PIPE FIBERGLASS,282,5,56,91.72,0,0,0,2,30,,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,4,1043,260.75,Branch Moving,30
ABC,Branch 3,8Gxc5t6C,MANUFACTURER-0005,CODE-0041,Smart Plastic Monitor,LDC/CONST,PIPE FIBERGLASS,282,5,56,91.72,0,1,0,1,60,,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,4,83,20.75,Branch Moving,60
ABC,Branch 5,8Gxc5t6C,MANUFACTURER-0005,CODE-0041,Smart Plastic Monitor,LDC/CONST,PIPE FIBERGLASS,1298,23,56,91.72,0,2,0,2,138,5/11/2012 0:00,excess,Network Moving,excess,4.8,0,0.2,5,0.01369863,1,1,22,229,57.25,Branch Moving,138
ABC,Branch 8,8Gxc5t6C,MANUFACTURER-0005,CODE-0041,Smart Plastic Monitor,LDC/CONST,PIPE FIBERGLASS,1354,24,56,91.72,0,4,0,11,26.18181818,3/15/2023 0:00,excess,Network Moving,excess,9.6,0,1.1,10.7,0.029315068,2.14,3,21,102,25.5,Branch Moving,26.18181818
ABC,Branch 10,aMDGL6sA,MANUFACTURER-0005,CODE-0042,Smart Fiber Panel,LDC/CONST,PIPE FIBERGLASS,352,3,117,134.1657,0,10,0,10,3.6,,optimal,Network Moving,excess,24,0,1,25,0.068493151,5,5,0,0,0,Branch Moving,3.6
ABC,Branch 3,aMDGL6sA,MANUFACTURER-0005,CODE-0042,Smart Fiber Panel,LDC/CONST,PIPE FIBERGLASS,1055,9,117,134.1657,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,9,16,4,Branch Dead,inf
ABC,Branch 5,aMDGL6sA,MANUFACTURER-0005,CODE-0042,Smart Fiber Panel,LDC/CONST,PIPE FIBERGLASS,117,1,117,134.1657,0,2,0,2,6,6/19/2012 0:00,excess,Network Moving,excess,4.8,0,0.2,5,0.01369863,1,1,0,0,0,Branch Moving,6
ABC,Branch 8,aMDGL6sA,MANUFACTURER-0005,CODE-0042,Smart Fiber Panel,LDC/CONST,PIPE FIBERGLASS,4102,35,117,134.1657,0,2,0,2,210,5/3/2023 0:00,excess,Network Moving,excess,4.8,0,0.2,5,0.01369863,1,1,34,355,88.75,Branch Moving,210
ABC,Branch 10,Ty9UV6pN,MANUFACTURER-0005,CODE-0043,Portable Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,210,2,105,135.71145,0,6,0,6,4,,excess,Network Moving,excess,14.4,0,0.6,15,0.04109589,3,3,0,0,0,Branch Moving,4
ABC,Branch 4,Ty9UV6pN,MANUFACTURER-0005,CODE-0043,Portable Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,314,3,105,135.71145,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 3,Ty9UV6pN,MANUFACTURER-0005,CODE-0043,Portable Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,943,9,105,135.71145,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,9,16,4,Branch Dead,inf
ABC,Branch 5,Ty9UV6pN,MANUFACTURER-0005,CODE-0043,Portable Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,1257,12,105,135.71145,0,0,0,0,inf,6/19/2012 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,12,16,4,Branch Dead,inf
ABC,Branch 8,Ty9UV6pN,MANUFACTURER-0005,CODE-0043,Portable Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,3143,30,105,135.71145,0,0,0,2,180,3/15/2023 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,29,7561,1890.25,Branch Moving,180
ABC,Branch 10,z3swmncq,MANUFACTURER-0005,CODE-0044,Portable Steel Monitor,LDC/CONST,PIPE FIBERGLASS,144,1,144,170.49345,0,5,0,4,3,,optimal,Network Moving,excess,12,0,0.4,12.4,0.033972603,2.48,3,0,0,0,Branch Moving,3
ABC,Branch 8,z3swmncq,MANUFACTURER-0005,CODE-0044,Portable Steel Monitor,LDC/CONST,PIPE FIBERGLASS,3310,23,144,170.49345,0,0,0,0,inf,3/15/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,23,16,4,Branch Dead,inf
ABC,Branch 3,9fqyPfZc,MANUFACTURER-0005,CODE-0045,Portable Aluminum Hub,LDC/CONST,PIPE FIBERGLASS,1494,12,125,135.7115,0,2,0,2,72,,excess,Network Moving,excess,4.8,0,0.2,5,0.01369863,1,1,11,115,28.75,Branch Moving,72
ABC,Branch 8,9fqyPfZc,MANUFACTURER-0005,CODE-0045,Portable Aluminum Hub,LDC/CONST,PIPE FIBERGLASS,7595,61,125,135.7115,0,0,0,3,244,3/15/2023 0:00,excess,Network Moving,excess,0,0,0.3,0.3,0.000821918,0.06,1,60,10429,2607.25,Branch Moving,244
ABC,Branch 8,frOSZvfy,MANUFACTURER-0005,CODE-0046,Wireless Carbon Monitor,LDC/CONST,PIPE FIBERGLASS,139,2,70,73.14,0,0,0,5,4.8,12/10/2019 0:00,excess,Network Moving,excess,0,0,0.5,0.5,0.001369863,0.1,1,1,104,26,Branch Moving,4.8
ABC,Branch 10,frOSZvfy,MANUFACTURER-0005,CODE-0046,Wireless Carbon Monitor,LDC/CONST,PIPE FIBERGLASS,906,13,70,73.14,0,0,0,0,inf,4/28/2025 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,13,16,4,Branch Dead,inf
ABC,Branch 3,QQUVXmTv,MANUFACTURER-0005,CODE-0047,Smart Fiber Hub,LDC/CONST,PIPE FIBERGLASS,268,14,19,23.66,0,8,0,8,21,,excess,Network Moving,excess,19.2,0,0.8,20,0.054794521,4,4,10,26,6.5,Branch Moving,21
ABC,Branch 6,QQUVXmTv,MANUFACTURER-0005,CODE-0047,Smart Fiber Hub,LDC/CONST,PIPE FIBERGLASS,19,1,19,23.66,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,QQUVXmTv,MANUFACTURER-0005,CODE-0047,Smart Fiber Hub,LDC/CONST,PIPE FIBERGLASS,38,2,19,23.66,0,4,0,4,6,9/23/2015 0:00,excess,Network Moving,excess,9.6,0,0.4,10,0.02739726,2,2,0,0,0,Branch Moving,6
ABC,Branch 10,QQUVXmTv,MANUFACTURER-0005,CODE-0047,Smart Fiber Hub,LDC/CONST,PIPE FIBERGLASS,498,26,19,23.66,0,6,0,19,16.42105263,6/17/2022 0:00,excess,Network Moving,excess,14.4,0,1.9,16.3,0.044657534,3.26,4,22,70,17.5,Branch Moving,16.42105263
ABC,Branch 8,QQUVXmTv,MANUFACTURER-0005,CODE-0047,Smart Fiber Hub,LDC/CONST,PIPE FIBERGLASS,115,6,19,23.66,0,11,0,30,2.4,11/15/2022 0:00,optimal,Network Moving,excess,26.4,0,3,29.4,0.080547945,5.88,6,0,0,0,Branch Moving,2.4
ABC,Branch 5,a6Fcfcg3,MANUFACTURER-0005,CODE-0048,Smart Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,206,25,8,8.87,0,0,0,0,inf,11/26/2012 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,25,16,4,Branch Dead,inf
ABC,Branch 10,a6Fcfcg3,MANUFACTURER-0005,CODE-0048,Smart Carbon Transmitter,LDC/CONST,PIPE FIBERGLASS,743,90,8,8.87,0,30,0,50,21.6,10/4/2024 0:00,excess,Network Moving,excess,72,0,5,77,0.210958904,15.4,16,74,50,12.5,Branch Moving,21.6
ABC,Branch 10,MzoAFDnj,MANUFACTURER-0005,CODE-0049,Wireless Plastic Panel,LDC/CONST,PIPE FIBERGLASS,4243,220,19,9.36,0,120,0,280,9.428571429,,excess,Network Moving,excess,288,0,28,316,0.865753425,63.2,64,156,26,6.5,Branch Moving,9.428571429
ABC,Branch 4,MzoAFDnj,MANUFACTURER-0005,CODE-0049,Wireless Plastic Panel,LDC/CONST,PIPE FIBERGLASS,386,20,19,9.36,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,20,16,4,Branch Dead,inf
ABC,Branch 5,MzoAFDnj,MANUFACTURER-0005,CODE-0049,Wireless Plastic Panel,LDC/CONST,PIPE FIBERGLASS,174,9,19,9.36,0,0,0,1,108,3/19/2012 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,8,4171,1042.75,Branch Moving,108
ABC,Branch 8,MzoAFDnj,MANUFACTURER-0005,CODE-0049,Wireless Plastic Panel,LDC/CONST,PIPE FIBERGLASS,733,38,19,9.36,0,42,0,722,0.631578947,7/25/2022 0:00,low,Network Moving,excess,100.8,0,72.2,173,0.473972603,34.6,35,3,1,0.25,Branch Moving,0.631578947
ABC,Branch 8,yF9dkfy7,MANUFACTURER-0005,,Wireless Plastic Transmitter,,,117,16,7,7.378,0,-2,0,2,96,1/26/2021 0:00,excess,NO MPN Information,,-4.8,0,0.2,-4.6,-0.01260274,-0.92,0,16,0,0,NO MPN Information,96
ABC,Branch 8,T73F2ODR,MANUFACTURER-0005,CODE-0050,Advanced Plastic Monitor,LDC/CONST,PIPE FIBERGLASS,145,6,24,31.31,0,0,0,1,72,11/11/2020 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,5,2607,651.75,Branch Moving,72
ABC,Branch 10,T73F2ODR,MANUFACTURER-0005,CODE-0050,Advanced Plastic Monitor,LDC/CONST,PIPE FIBERGLASS,121,5,24,31.31,0,0,0,-5,-12,3/29/2021 0:00,optimal,Network Moving,excess,0,0,-0.5,-0.5,-0.001369863,-0.1,0,5,0,0,Branch Moving,-12
ABC,Branch 1,xkKFgvOu,MANUFACTURER-0005,CODE-0051,Compact Plastic Actuator,LDC/CONST,PIPE FIBERGLASS,114,2,57,66.03,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 8,xkKFgvOu,MANUFACTURER-0005,CODE-0051,Compact Plastic Actuator,LDC/CONST,PIPE FIBERGLASS,57,1,57,66.03,0,1,0,1,12,9/14/2022 0:00,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,0,0,0,Branch Moving,12
ABC,Branch 3,Ow0C2Fog,MANUFACTURER-0005,CODE-0052,Portable Aluminum Transmitter,,,41,1,41,0,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,UpvmgOne,MANUFACTURER-0005,CODE-0053,Modular Plastic Transmitter,LDC/CONST,PIPE FIBERGLASS,685,12,57,105.03,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,12,16,4,Branch Dead,inf
ABC,Branch 10,UpvmgOne,MANUFACTURER-0005,CODE-0053,Modular Plastic Transmitter,LDC/CONST,PIPE FIBERGLASS,171,3,57,105.03,0,0,0,-3,-12,3/29/2021 0:00,optimal,Network Moving,excess,0,0,-0.3,-0.3,-0.000821918,-0.06,0,3,0,0,Branch Moving,-12
ABC,Branch 3,eebgH5EP,MANUFACTURER-0005,CODE-0054,Smart Plastic Transmitter,LDC/CONST,PIPE FIBERGLASS,1660,19,87,105.03,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,19,16,4,Branch Dead,inf
ABC,Branch 10,eebgH5EP,MANUFACTURER-0005,CODE-0054,Smart Plastic Transmitter,LDC/CONST,PIPE FIBERGLASS,1048,12,87,105.03,0,0,0,-16,-9,3/29/2021 0:00,optimal,Network Moving,excess,0,0,-1.6,-1.6,-0.004383562,-0.32,0,12,0,0,Branch Moving,-9
ABC,Branch 1,eebgH5EP,MANUFACTURER-0005,CODE-0054,Smart Plastic Transmitter,LDC/CONST,PIPE FIBERGLASS,87,1,87,105.03,0,0,0,1,12,5/23/2024 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,Branch Moving,12
ABC,Branch 4,acAtMK5H,MANUFACTURER-0005,CODE-0055,Modular Steel Monitor,LDC/CONST,PIPE FIBERGLASS,1287,10,129,118.11,0,0,0,0,inf,5/2/2013 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,10,16,4,Branch Dead,inf
ABC,Branch 8,B2QXFgYQ,MANUFACTURER-0005,CODE-0056,Portable Plastic Transmitter,LDC/CONST,PIPE FIBERGLASS,7206,300,24,31.43,0,40,0,40,90,1/23/2020 0:00,excess,Network Moving,excess,96,0,4,100,0.273972603,20,20,280,146,36.5,Branch Moving,90
ABC,Branch 5,B2QXFgYQ,MANUFACTURER-0005,CODE-0056,Portable Plastic Transmitter,LDC/CONST,PIPE FIBERGLASS,456,19,24,31.43,0,0,0,0,inf,8/31/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,19,16,4,Branch Dead,inf
ABC,Branch 4,B2QXFgYQ,MANUFACTURER-0005,CODE-0056,Portable Plastic Transmitter,LDC/CONST,PIPE FIBERGLASS,2883,120,24,31.43,0,0,0,0,inf,9/7/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,120,16,4,Branch Dead,inf
ABC,Branch 4,r5cPCPij,MANUFACTURER-0005,CODE-0057,Modular Aluminum Transmitter,,,104,3,35,34.72,0,0,0,75,0.48,9/7/2022 0:00,low,Network Moving,excess,0,0,7.5,7.5,0.020547945,1.5,2,1,7,1.75,Branch Moving,0.48
ABC,Branch 10,r5cPCPij,MANUFACTURER-0005,CODE-0057,Modular Aluminum Transmitter,,,3960,114,35,34.72,0,96,0,247,5.538461538,4/28/2025 0:00,excess,Network Moving,excess,230.4,0,24.7,255.1,0.69890411,51.02,52,62,13,3.25,Branch Moving,5.538461538
ABC,Branch 5,IMautPOp,MANUFACTURER-0005,CODE-0058,Smart Steel Actuator,LDC/CONST,PIPE FIBERGLASS,201,6,34,37.05,0,0,0,14,5.142857143,6/7/2023 0:00,excess,Network Moving,excess,0,0,1.4,1.4,0.003835616,0.28,1,5,186,46.5,Branch Moving,5.142857143
ABC,Branch 5,INviCiHC,MANUFACTURER-0005,CODE-0059,Smart Carbon Panel,LDC/CONST,PIPE FIBERGLASS,344,10,34,34.72,0,3,0,3,40,,excess,Network Moving,excess,7.2,0,0.3,7.5,0.020547945,1.5,2,8,56,14,Branch Moving,40
ABC,Branch 3,INviCiHC,MANUFACTURER-0005,CODE-0059,Smart Carbon Panel,LDC/CONST,PIPE FIBERGLASS,103,3,34,34.72,0,0,0,0,inf,1/17/2018 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 10,INviCiHC,MANUFACTURER-0005,CODE-0059,Smart Carbon Panel,LDC/CONST,PIPE FIBERGLASS,790,23,34,34.72,0,0,0,21,13.14285714,5/2/2023 0:00,excess,Network Moving,excess,0,0,2.1,2.1,0.005753425,0.42,1,22,546,136.5,Branch Moving,13.14285714
ABC,Branch 1,INviCiHC,MANUFACTURER-0005,CODE-0059,Smart Carbon Panel,LDC/CONST,PIPE FIBERGLASS,447,13,34,34.72,0,25,0,59,2.644067797,4/11/2025 0:00,optimal,Network Moving,excess,60,0,5.9,65.9,0.180547945,13.18,14,0,0,0,Branch Moving,2.644067797
ABC,Branch 8,INviCiHC,MANUFACTURER-0005,CODE-0059,Smart Carbon Panel,LDC/CONST,PIPE FIBERGLASS,1581,46,34,34.72,0,103,0,330,1.672727273,4/16/2025 0:00,low,Network Moving,excess,247.2,0,33,280.2,0.767671233,56.04,57,0,0,0,Branch Moving,1.672727273
ABC,Branch 5,WktnHJmL,MANUFACTURER-0006,CODE-0060,Portable Plastic Actuator,LDC/CONST,PIPE FIBERGLASS,41,15,3,3.54,0,0,0,0,inf,10/26/2015 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,15,16,4,Branch Dead,inf
ABC,Branch 4,WktnHJmL,MANUFACTURER-0006,CODE-0060,Portable Plastic Actuator,LDC/CONST,PIPE FIBERGLASS,277,100,3,3.54,0,0,0,0,inf,8/12/2019 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,100,16,4,Branch Dead,inf
ABC,Branch 3,vEWGfDpk,,CODE-0061,Portable Aluminum Monitor,LDC/CONST,Riser,449,4,112,115.82,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 1,vEWGfDpk,,CODE-0061,Portable Aluminum Monitor,LDC/CONST,Riser,2132,19,112,115.82,0,6,0,17,13.41176471,1/6/2025 0:00,excess,Network Moving,excess,14.4,0,1.7,16.1,0.044109589,3.22,4,15,49,12.25,Branch Moving,13.41176471
